policy,group,group_value,trade_count,win_rate,avg_return,median_return,avg_net_pnl,total_net_pnl,max_loss,max_win,profit_factor,top_5_wins_to_total_pnl,expected_shortfall_5pct,avg_exit_day
stop_loss_50pct,event_type,down_shock,21,0.47619047619047616,0.23192836628048474,-0.0116325762859448,6585.657142857145,138298.80000000005,-8845.599999999991,63935.30000000001,4.460307452110736,1.1702162274726893,-7262.349999999994,5.0
stop_loss_50pct,event_type,gap_event,23,0.30434782608695654,-0.02304984376736362,-0.1544952800821146,-3757.726086956519,-86427.69999999994,-59174.399999999994,49321.9,0.5294262092021051,-1.0773235895436308,-38129.7,4.869565217391305
stop_loss_50pct,event_type,noise_theta_decay,348,0.3074712643678161,-0.05751469884257033,-0.13214533002805373,-2004.711781609192,-697639.6999999988,-67133.99999999999,53175.8,0.537090841217194,-0.26384837330788424,-17406.077777777777,4.988505747126437
stop_loss_50pct,event_type,trend_vol_expansion,71,0.4225352112676056,0.23666610074445807,-0.0250499358114619,5352.828169014089,380050.80000000034,-12505.49999999999,139300.7,2.803877343243842,0.9255820537675482,-11212.199999999992,5.0
stop_loss_50pct,event_type,up_shock,7,0.7142857142857143,1.4672041451229187,0.2214053157143519,30431.600000000002,213021.2,-1442.2999999999968,108931.0,85.85548119821588,1.0117847425514455,-1442.2999999999968,5.0
take_profit_100pct,event_type,down_shock,21,0.47619047619047616,0.13627037065689157,-0.0116325762859448,3852.9952380952404,80912.90000000005,-8845.599999999991,28943.999999999993,3.0244825757120877,1.290938774904866,-7262.349999999994,4.904761904761905
take_profit_100pct,event_type,gap_event,23,0.34782608695652173,0.014895902323813423,-0.1544952800821146,-2853.0782608695617,-65620.79999999992,-97513.49999999997,46551.6,0.7024221327756124,-2.2552483358935,-58916.54999999999,4.565217391304348
take_profit_100pct,event_type,noise_theta_decay,348,0.3103448275862069,-0.05863596013304281,-0.12974301733221333,-2011.4100574712609,-699970.6999999988,-74627.69999999998,34270.5,0.5381230700159516,-0.21738381335104495,-17872.08333333333,4.971264367816092
take_profit_100pct,event_type,trend_vol_expansion,71,0.4225352112676056,0.09212106299864546,-0.0250499358114619,2024.9943661971865,143774.60000000024,-12505.49999999999,43996.2,1.6824133601980218,1.029484345635458,-11212.199999999992,4.901408450704225
take_profit_100pct,event_type,up_shock,7,0.7142857142857143,0.3651938882961541,0.2214053157143519,8614.028571428575,60298.200000000026,-1442.2999999999968,20160.3,25.01935946462729,1.0416330835746337,-1442.2999999999968,4.285714285714286
take_profit_100pct_or_stop_loss_50pct,event_type,down_shock,21,0.47619047619047616,0.13627037065689157,-0.0116325762859448,3852.9952380952404,80912.90000000005,-8845.599999999991,28943.999999999993,3.0244825757120877,1.290938774904866,-7262.349999999994,4.904761904761905
take_profit_100pct_or_stop_loss_50pct,event_type,gap_event,23,0.34782608695652173,0.03309642566825545,-0.1544952800821146,-1045.5260869565195,-24047.09999999995,-59174.399999999994,46551.6,0.8656156412080518,-6.154222338660392,-38129.7,4.434782608695652
