strategy,holding_days,event_type,dte_bucket,data_source,trade_count,premium_cost,win_rate,avg_return,median_return,max_loss,max_win,top_5_wins_contribution,event_type_capture
5% OTM strangle,5,noise_theta_decay,7-10,provider_chain,14,27.063214285714285,0.0,-0.8611049395669486,-0.8471246707638279,-6621.499999999999,-906.8999999999997,0.1868639377973172,0.01684717208182912
5% OTM strangle,5,trend_vol_expansion,10-14,provider_chain,6,91.9575,0.0,-0.5710085164707678,-0.6010561308667961,-8215.899999999998,-1433.2999999999995,0.6753199023102519,0.02158273381294964
5% OTM strangle,5,trend_vol_expansion,15-21,provider_chain,45,70.57333333333332,0.022222222222222223,-0.3240812647859508,-0.3025089815112305,-5945.399999999999,1043.4000000000005,-0.0028242215435908664,0.1618705035971223
5% OTM strangle,5,trend_vol_expansion,22-30,provider_chain,46,115.12930434782609,0.13043478260869565,-0.21516757618730403,-0.235276945846629,-8128.499999999998,2246.1000000000013,-0.05596884279670479,0.16546762589928057
5% OTM strangle,5,trend_vol_expansion,31-45,provider_chain,22,152.06563636363632,0.22727272727272727,-0.12573978000761699,-0.12742527394112008,-6813.499999999994,9170.000000000002,-0.3532416124099112,0.07913669064748201
5% OTM strangle,5,trend_vol_expansion,7-10,provider_chain,4,59.09399999999999,0.0,-0.6457658867579802,-0.6110232341775161,-11077.199999999997,-646.9999999999997,1.0,0.014388489208633094
5% OTM strangle,5,up_shock,10-14,provider_chain,5,75.4956,0.8,2.0899759474026065,0.318719328527431,-414.99999999999966,22722.699999999997,1.0000000000000002,0.06097560975609756
5% OTM strangle,5,up_shock,15-21,provider_chain,13,65.09307692307691,0.8461538461538461,0.8355934279136743,0.5781562274099588,-1994.299999999999,15880.000000000002,0.810303369242038,0.15853658536585366
5% OTM strangle,5,up_shock,22-30,provider_chain,24,76.003125,0.9583333333333334,3.75379052044395,0.3394108318155704,-262.19999999999925,124031.40000000001,0.8790429957244105,0.2926829268292683
5% OTM strangle,5,up_shock,31-45,provider_chain,4,109.54499999999999,0.5,0.34584713810944445,0.1799390987748472,-1525.6999999999948,4919.600000000002,0.9999999999999998,0.04878048780487805
5% OTM strangle,5,up_shock,7-10,provider_chain,2,30.350999999999996,0.5,0.38916995267319143,0.38916995267319143,-705.1999999999999,3271.600000000001,1.0,0.024390243902439025
ATM straddle,1,down_shock,10-14,processed_trade_details,3,290.981,1.0,0.2563776055307821,0.2944193319118695,3910.900000000004,13842.800000000005,1.0000000000000002,0.02040816326530612
ATM straddle,1,down_shock,15-21,processed_trade_details,8,325.393875,1.0,0.2977494231307226,0.1610125536794074,3335.600000000005,28002.200000000004,0.8428041002491871,0.05442176870748299
ATM straddle,1,down_shock,22-30,processed_trade_details,8,333.43387499999994,1.0,0.2116237841617915,0.2091197712442548,4242.100000000008,9981.000000000004,0.7196631521544885,0.05442176870748299
ATM straddle,1,down_shock,31-45,processed_trade_details,1,339.08699999999993,1.0,0.321631321755184,0.321631321755184,10906.100000000004,10906.100000000004,1.0,0.006802721088435374
ATM straddle,1,down_shock,7-10,processed_trade_details,1,283.41,1.0,0.1992943085988498,0.1992943085988498,5648.200000000003,5648.200000000003,1.0,0.006802721088435374
ATM straddle,1,gap_event,10-14,processed_trade_details,3,298.82,0.0,-0.18614642167137044,-0.1765375673466796,-9991.5,-2709.099999999995,1.0,0.043478260869565216
ATM straddle,1,gap_event,15-21,processed_trade_details,7,490.0954285714286,0.2857142857142857,0.17391265592347402,-0.0867737813663919,-44957.59999999999,41141.30000000001,3.3540290182276924,0.10144927536231885
ATM straddle,1,gap_event,22-30,processed_trade_details,7,420.2335714285714,0.5714285714285714,0.1518335757019885,0.0212841975262748,-7260.799999999989,20944.5,1.2983901464751006,0.10144927536231885
ATM straddle,1,gap_event,31-45,processed_trade_details,3,447.962,0.3333333333333333,-0.082924991676659,-0.0786967342708656,-8771.100000000002,7.799999999997453,1.0,0.043478260869565216
ATM straddle,1,gap_event,7-10,processed_trade_details,3,437.24199999999996,0.3333333333333333,0.0986574739588147,-0.0504139110387491,-6615.6,13632.200000000006,1.0,0.043478260869565216
ATM straddle,1,noise_theta_decay,10-14,processed_trade_details,35,233.0221714285714,0.22857142857142856,-0.048448569827900655,-0.0451947382826964,-19087.7,11195.500000000002,-0.2762877394429613,0.042067307692307696
ATM straddle,1,noise_theta_decay,15-21,processed_trade_details,86,268.73933720930233,0.3023255813953488,-0.03915287638940645,-0.04759934266018135,-10347.899999999992,3318.300000000002,-0.13611944330212844,0.10336538461538461
ATM straddle,1,noise_theta_decay,22-30,processed_trade_details,148,333.9479189189189,0.24324324324324326,-0.03326503648100743,-0.04290795790486105,-11215.799999999996,8306.300000000005,-0.12808478038815174,0.1778846153846154
ATM straddle,1,noise_theta_decay,31-45,processed_trade_details,59,392.91752542372876,0.23728813559322035,-0.028336385072995914,-0.0262860696517411,-87463.19999999998,5175.199999999995,-0.15965387823186036,0.07091346153846154
ATM straddle,1,noise_theta_decay,7-10,processed_trade_details,20,209.442,0.1,-0.06719933973682678,-0.09432501375382425,-7416.99999999999,5324.900000000002,-0.23018669327692393,0.02403846153846154
ATM straddle,1,trend_vol_expansion,10-14,processed_trade_details,2,320.49449999999996,0.5,0.013264453363096645,0.013264453363096645,-7251.899999999989,3131.6000000000004,1.0,0.007142857142857143
ATM straddle,1,trend_vol_expansion,15-21,processed_trade_details,27,295.738,0.25925925925925924,-0.032000396680142984,-0.0382373845060411,-5493.6,4666.600000000006,-0.5803795718698571,0.09642857142857143
ATM straddle,1,trend_vol_expansion,22-30,processed_trade_details,26,332.0288076923077,0.3076923076923077,-0.015893157662648292,-0.0170952039212683,-4412.199999999995,5452.100000000008,-1.0084765385951384,0.09285714285714286
ATM straddle,1,trend_vol_expansion,31-45,processed_trade_details,13,388.14646153846144,0.38461538461538464,-0.029923145695766578,-0.0166738463877554,-13537.199999999995,3957.400000000007,-0.2932709264749355,0.04642857142857143
ATM straddle,1,trend_vol_expansion,7-10,processed_trade_details,3,204.75199999999998,0.3333333333333333,-0.03800875425047997,-0.0389950756421972,-2290.2999999999965,422.999999999999,1.0,0.010714285714285714
ATM straddle,1,up_shock,10-14,processed_trade_details,1,366.423,1.0,0.0671682727339714,0.0671682727339714,2461.2000000000025,2461.2000000000025,1.0,0.012195121951219513
ATM straddle,1,up_shock,15-21,processed_trade_details,2,250.54649999999998,1.0,0.1883032090939276,0.1883032090939276,1739.6999999999991,6079.900000000001,1.0,0.024390243902439025
ATM straddle,1,up_shock,22-30,processed_trade_details,3,275.772,1.0,0.304248655411466,0.1846552553219036,3580.4,10633.400000000003,1.0000000000000002,0.036585365853658534
ATM straddle,1,up_shock,31-45,processed_trade_details,1,493.4549999999999,1.0,0.2707318803133015,0.2707318803133015,13359.400000000016,13359.400000000016,1.0,0.012195121951219513
ATM straddle,2,unclassified,10-14,processed_trade_details,44,248.46797727272724,0.18181818181818182,-0.06689732559037635,-0.0990155554277321,-22092.59999999999,17262.7,-0.6498473456649264,0.09361702127659574
ATM straddle,2,unclassified,15-21,processed_trade_details,130,289.47246923076926,0.36923076923076925,0.037519916042711,-0.06185324974521125,-76081.19999999998,66778.90000000001,2.3380862574282477,0.2765957446808511
ATM straddle,2,unclassified,22-30,processed_trade_details,192,335.903453125,0.2708333333333333,0.006824260845073704,-0.056046983465797603,-11713.299999999996,70853.7,-5.202414558895948,0.4085106382978723
ATM straddle,2,unclassified,31-45,processed_trade_details,77,394.8631948051948,0.3246753246753247,-0.030369838116488333,-0.0385994346575413,-84040.39999999998,11529.199999999995,-0.16020252939040222,0.16382978723404254
ATM straddle,2,unclassified,7-10,processed_trade_details,27,236.97155555555557,0.2222222222222222,-0.06707464029939164,-0.1090746508710969,-8630.899999999998,15259.900000000003,-0.9569936409837342,0.0574468085106383
ATM straddle,3,down_shock,10-14,processed_trade_details,3,249.84299999999996,1.0,0.6828709177951787,0.556669133670491,7951.8,29502.300000000003,1.0,0.02040816326530612
ATM straddle,3,down_shock,15-21,processed_trade_details,21,274.33628571428574,1.0,0.601187660209519,0.398239277364777,1885.5999999999997,58378.8,0.54147725841114,0.14285714285714285
ATM straddle,3,down_shock,22-30,processed_trade_details,22,327.657409090909,1.0,0.3160016586526166,0.23888387938770006,1917.1999999999969,50600.600000000006,0.49350721656912466,0.14965986394557823
ATM straddle,3,down_shock,31-45,processed_trade_details,9,347.05999999999995,1.0,0.14683967828914765,0.1401485189171435,1485.6000000000051,10192.300000000008,0.7329543351103213,0.061224489795918366
ATM straddle,3,down_shock,7-10,processed_trade_details,2,249.1395,1.0,0.3099703616212934,0.3099703616212934,1298.599999999999,15856.9,1.0,0.013605442176870748
ATM straddle,3,gap_event,10-14,processed_trade_details,3,298.82,0.0,-0.2222257648308594,-0.2446502780216565,-8359.700000000004,-5256.299999999996,1.0,0.043478260869565216
ATM straddle,3,gap_event,15-21,processed_trade_details,7,490.0954285714286,0.2857142857142857,-0.03831495045789985,-0.1477982129936562,-84279.99999999999,26096.9,-0.4731813249832451,0.10144927536231885
ATM straddle,3,gap_event,22-30,processed_trade_details,7,420.2335714285714,0.2857142857142857,0.4963911360243429,-0.1493025869018246,-8449.299999999988,102295.7,1.1624431930924344,0.10144927536231885
ATM straddle,3,gap_event,31-45,processed_trade_details,3,447.962,0.3333333333333333,-0.019753194505897433,-0.0766895376135036,-8671.6,8027.499999999998,1.0,0.043478260869565216
ATM straddle,3,gap_event,7-10,processed_trade_details,3,437.24199999999996,1.0,0.23787228969989702,0.1696618349007679,190.2000000000044,13970.500000000004,1.0,0.043478260869565216
ATM straddle,3,noise_theta_decay,10-14,processed_trade_details,29,224.47541379310343,0.06896551724137931,-0.17267622233158939,-0.160037578067111,-14395.999999999993,1465.400000000005,0.012344857446589768,0.03485576923076923
ATM straddle,3,noise_theta_decay,15-21,processed_trade_details,65,275.6977846153846,0.15384615384615385,-0.11819809630935543,-0.1528440272862492,-11406.699999999995,3204.900000000009,-0.056533831016333067,0.078125
ATM straddle,3,noise_theta_decay,22-30,processed_trade_details,114,332.22478947368415,0.12280701754385964,-0.09610294605524435,-0.09899718983485395,-14776.399999999996,4326.900000000006,-0.04708693830771912,0.13701923076923078
ATM straddle,3,noise_theta_decay,31-45,processed_trade_details,51,405.66529411764697,0.21568627450980393,-0.07613256782931938,-0.0721699358832165,-90149.69999999998,2501.7000000000053,-0.03716236519075484,0.06129807692307692
ATM straddle,3,noise_theta_decay,7-10,processed_trade_details,19,208.56394736842105,0.15789473684210525,-0.2135935961624188,-0.275673446240301,-11314.499999999996,4906.999999999999,-0.05277873744653993,0.02283653846153846
ATM straddle,3,trend_vol_expansion,10-14,processed_trade_details,6,316.13949999999994,0.3333333333333333,-0.10390007897036614,-0.0712231456840113,-19167.29999999999,1263.300000000001,0.3029743224225146,0.02142857142857143
ATM straddle,3,trend_vol_expansion,15-21,processed_trade_details,29,290.85393103448274,0.13793103448275862,-0.08911553364591815,-0.069810058696177,-7076.399999999998,1426.2,-0.04160439354235988,0.10357142857142858
ATM straddle,3,trend_vol_expansion,22-30,processed_trade_details,36,353.15141666666665,0.2222222222222222,-0.06249395273036387,-0.04792743943431245,-7613.599999999997,1718.900000000002,-0.05192735139247161,0.12857142857142856
ATM straddle,3,trend_vol_expansion,31-45,processed_trade_details,12,374.81475,0.6666666666666666,0.006260028249688541,0.0157456630157939,-5245.2,4543.700000000013,3.27755456618521,0.04285714285714286
ATM straddle,3,trend_vol_expansion,7-10,processed_trade_details,2,191.8545,0.5,-0.06700944258300334,-0.06700944258300334,-2704.000000000002,849.6000000000038,1.0,0.007142857142857143
ATM straddle,3,up_shock,10-14,processed_trade_details,3,293.326,1.0,0.24429316028015124,0.1885159456175343,3288.999999999998,11690.7,1.0000000000000002,0.036585365853658534
ATM straddle,3,up_shock,15-21,processed_trade_details,8,260.571375,1.0,0.3418770705682049,0.3170189456673571,4813.600000000002,15226.9,0.7526836175962,0.0975609756097561
ATM straddle,3,up_shock,22-30,processed_trade_details,13,288.94523076923076,1.0,0.8230052612141137,0.2555205047318614,2113.100000000003,96999.4,0.8221028869928263,0.15853658536585366
ATM straddle,3,up_shock,31-45,processed_trade_details,2,375.1664999999999,1.0,0.17359029095677853,0.17359029095677853,6257.0000000000055,6747.300000000001,1.0,0.024390243902439025
ATM straddle,3,up_shock,7-10,processed_trade_details,1,241.803,1.0,0.2196622870683986,0.2196622870683986,5311.499999999998,5311.499999999998,1.0,0.012195121951219513
ATM straddle,5,down_shock,10-14,processed_trade_details,2,290.64599999999996,1.0,1.4179737789473208,1.4179737789473208,31609.30000000001,50735.6,1.0,0.013605442176870748
ATM straddle,5,down_shock,15-21,processed_trade_details,18,269.9095,1.0,0.7151392784348979,0.385915173069618,3279.400000000004,53569.40000000001,0.6401087746796716,0.12244897959183673
ATM straddle,5,down_shock,22-30,processed_trade_details,27,340.03988888888887,1.0,0.31115997636271264,0.1661559459340466,972.7000000000032,53175.8,0.5522283921785711,0.1836734693877551
ATM straddle,5,down_shock,31-45,processed_trade_details,18,337.747,1.0,0.23995807771796177,0.13905082847868921,889.8000000000025,43996.19999999999,0.661631144932264,0.12244897959183673
ATM straddle,5,down_shock,7-10,processed_trade_details,4,222.65775,1.0,1.093418053694856,0.9077414789958882,5066.9000000000015,63935.3,1.0000000000000002,0.027210884353741496
ATM straddle,5,gap_event,10-14,processed_trade_details,3,298.82,0.0,-0.44149951843168433,-0.4299713553444896,-20319.6,-9077.099999999997,1.0,0.043478260869565216
ATM straddle,5,gap_event,15-21,processed_trade_details,7,490.0954285714286,0.2857142857142857,-0.19915837005376139,-0.1544952800821146,-97513.49999999996,3490.4999999999973,0.09226828336158949,0.10144927536231885
ATM straddle,5,gap_event,22-30,processed_trade_details,7,420.2335714285714,0.2857142857142857,0.1311981203726526,-0.1058809953226756,-10608.999999999998,49321.9,2.318754651924702,0.10144927536231885
ATM straddle,5,gap_event,31-45,processed_trade_details,3,447.962,0.3333333333333333,-0.03949663738117954,-0.1619953955513865,-11218.8,11291.099999999997,1.0,0.043478260869565216
ATM straddle,5,gap_event,7-10,processed_trade_details,3,437.24199999999996,0.6666666666666666,0.32331725721160776,0.0547941491452818,-6590.500000000009,26228.9,1.0,0.043478260869565216
ATM straddle,5,noise_theta_decay,10-14,processed_trade_details,28,215.80221428571426,0.07142857142857142,-0.27637125747686325,-0.29455340657723883,-13284.3,1404.7000000000023,0.010870069592438842,0.03365384615384615
ATM straddle,5,noise_theta_decay,15-21,processed_trade_details,46,262.13458695652173,0.043478260869565216,-0.22152640052271536,-0.2508717341030521,-14512.7,2110.600000000005,-0.004455890985546739,0.055288461538461536
ATM straddle,5,noise_theta_decay,22-30,processed_trade_details,88,333.41331818181817,0.07954545454545454,-0.1557264062457942,-0.1575374016974439,-18783.4,5868.600000000004,-0.030741004911582173,0.10576923076923077
ATM straddle,5,noise_theta_decay,31-45,processed_trade_details,30,385.27009999999996,0.13333333333333333,-0.1284935539136635,-0.1351096660310353,-17850.099999999988,1429.200000000003,-0.006741044186285539,0.036057692307692304
ATM straddle,5,noise_theta_decay,7-10,processed_trade_details,14,195.41507142857145,0.0,-0.45274830443528474,-0.47478886171777646,-12747.3,-5440.999999999996,0.2721339702749509,0.016826923076923076
ATM straddle,5,trend_vol_expansion,10-14,processed_trade_details,6,323.811,0.0,-0.21578218251797066,-0.23707728747930024,-12659.99999999999,-3040.8999999999965,0.697509832125125,0.02142857142857143
ATM straddle,5,trend_vol_expansion,15-21,processed_trade_details,46,292.8788478260869,0.15217391304347827,-0.1341119831964209,-0.14214156455316626,-13989.599999999997,1632.8000000000031,-0.014904170164154103,0.16428571428571428
ATM straddle,5,trend_vol_expansion,22-30,processed_trade_details,46,355.7088260869565,0.15217391304347827,-0.09569114591311993,-0.0979750056571107,-11250.599999999991,2243.500000000006,-0.04740106873126429,0.16428571428571428
ATM straddle,5,trend_vol_expansion,31-45,processed_trade_details,22,455.2010454545454,0.18181818181818182,-0.09565970794040547,-0.0819765615369937,-74627.69999999998,1128.0000000000086,-0.019608349602473565,0.07857142857142857
ATM straddle,5,trend_vol_expansion,7-10,processed_trade_details,4,248.034,0.5,-0.13727459006049328,-0.07441180977614795,-17963.999999999996,1546.8000000000047,1.0000000000000002,0.014285714285714285
ATM straddle,5,up_shock,10-14,processed_trade_details,5,293.9022,1.0,0.6469950819060613,0.4315262629161884,7216.500000000002,37202.69999999999,1.0,0.06097560975609756
ATM straddle,5,up_shock,15-21,processed_trade_details,13,293.21261538461533,1.0,0.47007087713756407,0.358692505984792,2600.0999999999976,31724.4,0.6471908008787242,0.15853658536585366
ATM straddle,5,up_shock,22-30,processed_trade_details,24,277.823875,1.0,1.0142490587100745,0.23932167890203448,3089.6000000000045,139300.69999999998,0.7740045216781932,0.2926829268292683
ATM straddle,5,up_shock,31-45,processed_trade_details,4,352.152,1.0,0.18138976768845474,0.1054876980546247,1898.9000000000035,9350.0,1.0000000000000002,0.04878048780487805
ATM straddle,5,up_shock,7-10,processed_trade_details,2,233.964,1.0,0.3237807361088711,0.3237807361088711,4949.000000000004,10366.100000000002,1.0,0.024390243902439025
