signal_date,entry_date,exit_date,holding_days,strategy,moneyness,call_code,put_code,spot_at_signal,call_strike,put_strike,dte,entry_call_price,entry_put_price,exit_call_price,exit_put_price,entry_premium,exit_premium,net_pnl,return_on_premium,entry_mode_used
2024-05-07,2024-05-08,2024-05-10,3,5% OTM strangle,0.05,MO2405-C-6000.CFE,MO2405-P-5300.CFE,5625.3358,6000.0,5300.0,10,3.0,14.2,1.4,6.6,17.285999999999998,7.96,-932.5999999999997,-0.5395117436075436,next_open
2024-05-07,2024-05-08,2024-05-14,5,5% OTM strangle,0.05,MO2405-C-6000.CFE,MO2405-P-5300.CFE,5625.3358,6000.0,5300.0,10,3.0,14.2,0.4,3.0,17.285999999999998,3.383,-1390.3,-0.8042924910332062,next_open
2024-05-17,2024-05-20,2024-05-20,1,5% OTM strangle,0.05,MO2406-C-5900.CFE,MO2406-P-5200.CFE,5563.231,5900.0,5200.0,35,40.0,37.8,37.8,36.4,78.189,73.829,-435.99999999999994,-0.055762319507859155,next_open
2024-05-17,2024-05-20,2024-05-22,3,5% OTM strangle,0.05,MO2406-C-5900.CFE,MO2406-P-5200.CFE,5563.231,5900.0,5200.0,35,40.0,37.8,25.0,43.0,78.189,67.66,-1052.8999999999996,-0.13466088580235067,next_open
2024-05-17,2024-05-20,2024-05-24,5,5% OTM strangle,0.05,MO2406-C-5900.CFE,MO2406-P-5200.CFE,5563.231,5900.0,5200.0,35,40.0,37.8,10.4,97.6,78.189,107.46,2927.1,0.3743621225492077,next_open
2024-05-20,2024-05-21,2024-05-21,1,5% OTM strangle,0.05,MO2406-C-5900.CFE,MO2406-P-5300.CFE,5596.7772,5900.0,5300.0,32,34.6,60.2,25.0,70.2,95.274,94.724,-54.999999999999716,-0.005772823645485622,next_open
2024-05-20,2024-05-21,2024-05-23,3,5% OTM strangle,0.05,MO2406-C-5900.CFE,MO2406-P-5300.CFE,5596.7772,5900.0,5300.0,32,34.6,60.2,13.6,110.6,95.274,123.579,2830.499999999999,0.29709049688267514,next_open
2024-05-20,2024-05-21,2024-05-27,5,5% OTM strangle,0.05,MO2406-C-5900.CFE,MO2406-P-5300.CFE,5596.7772,5900.0,5300.0,32,34.6,60.2,10.0,111.6,95.274,120.99199999999999,2571.799999999999,0.26993723366290895,next_open
2024-05-21,2024-05-22,2024-05-22,1,5% OTM strangle,0.05,MO2406-C-5900.CFE,MO2406-P-5200.CFE,5536.7447,5900.0,5200.0,31,25.0,45.0,25.0,43.0,70.35,67.66,-268.9999999999998,-0.038237384506041194,next_open
2024-05-21,2024-05-22,2024-05-24,3,5% OTM strangle,0.05,MO2406-C-5900.CFE,MO2406-P-5200.CFE,5536.7447,5900.0,5200.0,31,25.0,45.0,10.4,97.6,70.35,107.46,3711.0,0.5275053304904052,next_open
2024-05-21,2024-05-22,2024-05-28,5,5% OTM strangle,0.05,MO2406-C-5900.CFE,MO2406-P-5200.CFE,5536.7447,5900.0,5200.0,31,25.0,45.0,4.4,88.8,70.35,92.73400000000001,2238.4000000000015,0.3181805259417202,next_open
2024-05-22,2024-05-23,2024-05-23,1,5% OTM strangle,0.05,MO2406-C-5900.CFE,MO2406-P-5200.CFE,5539.6597,5900.0,5200.0,30,27.6,46.2,13.6,75.0,74.169,88.157,1398.8,0.18859631382383477,next_open
2024-05-22,2024-05-23,2024-05-27,3,5% OTM strangle,0.05,MO2406-C-5900.CFE,MO2406-P-5200.CFE,5539.6597,5900.0,5200.0,30,27.6,46.2,10.0,72.4,74.169,81.988,781.9000000000003,0.10542140247273124,next_open
2024-05-22,2024-05-23,2024-05-29,5,5% OTM strangle,0.05,MO2406-C-5900.CFE,MO2406-P-5200.CFE,5539.6597,5900.0,5200.0,30,27.6,46.2,3.6,82.0,74.169,85.172,1100.3,0.14835038897652658,next_open
2024-05-23,2024-05-24,2024-05-24,1,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5100.CFE,5412.8237,5700.0,5100.0,29,33.0,56.0,28.0,62.2,89.445,89.74900000000001,30.400000000001626,0.0033987366538097852,next_open
2024-05-23,2024-05-24,2024-05-28,3,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5100.CFE,5412.8237,5700.0,5100.0,29,33.0,56.0,15.6,56.0,89.445,71.24199999999999,-1820.3000000000002,-0.2035105372016323,next_open
2024-05-23,2024-05-24,2024-05-30,5,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5100.CFE,5412.8237,5700.0,5100.0,29,33.0,56.0,14.2,44.8,89.445,58.705,-3073.9999999999995,-0.3436748840069316,next_open
2024-05-24,2024-05-27,2024-05-27,1,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5000.CFE,5350.1073,5700.0,5000.0,28,32.0,35.0,27.2,26.8,67.335,53.73,-1360.4999999999998,-0.20204945422143017,next_open
2024-05-24,2024-05-27,2024-05-29,3,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5000.CFE,5350.1073,5700.0,5000.0,28,32.0,35.0,13.0,30.0,67.335,42.785,-2454.9999999999995,-0.3645949357689166,next_open
2024-05-24,2024-05-27,2024-05-31,5,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5000.CFE,5350.1073,5700.0,5000.0,28,32.0,35.0,15.2,17.2,67.335,32.238,-3509.6999999999994,-0.5212296725328581,next_open
2024-05-27,2024-05-28,2024-05-28,1,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5100.CFE,5404.6158,5700.0,5100.0,25,25.0,49.0,15.6,56.0,74.36999999999999,71.24199999999999,-312.8,-0.04205997041817938,next_open
2024-05-27,2024-05-28,2024-05-30,3,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5100.CFE,5404.6158,5700.0,5100.0,25,25.0,49.0,14.2,44.8,74.36999999999999,58.705,-1566.499999999999,-0.21063600914347172,next_open
2024-05-27,2024-05-28,2024-06-03,5,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5100.CFE,5404.6158,5700.0,5100.0,25,25.0,49.0,8.4,55.0,74.36999999999999,63.083,-1128.6999999999991,-0.15176818609654422,next_open
2024-05-28,2024-05-29,2024-05-29,1,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5000.CFE,5348.0293,5700.0,5000.0,24,16.0,36.0,13.0,30.0,52.25999999999999,42.785,-947.4999999999994,-0.18130501339456556,next_open
2024-05-28,2024-05-29,2024-05-31,3,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5000.CFE,5348.0293,5700.0,5000.0,24,16.0,36.0,15.2,17.2,52.25999999999999,32.238,-2002.1999999999991,-0.3831228473019517,next_open
2024-05-28,2024-05-29,2024-06-04,5,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5000.CFE,5348.0293,5700.0,5000.0,24,16.0,36.0,8.6,16.0,52.25999999999999,24.477,-2778.2999999999993,-0.5316303099885189,next_open
2024-05-29,2024-05-30,2024-05-30,1,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5000.CFE,5351.2524,5700.0,5000.0,23,11.4,32.0,14.2,25.0,43.617,39.004000000000005,-461.2999999999993,-0.10576151500561691,next_open
2024-05-29,2024-05-30,2024-06-03,3,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5000.CFE,5351.2524,5700.0,5000.0,23,11.4,32.0,8.4,30.2,43.617,38.407000000000004,-520.9999999999993,-0.11944883875553094,next_open
2024-05-29,2024-05-30,2024-06-05,5,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5000.CFE,5351.2524,5700.0,5000.0,23,11.4,32.0,4.6,28.4,43.617,32.835,-1078.1999999999996,-0.24719719375472857,next_open
2024-05-30,2024-05-31,2024-05-31,1,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5000.CFE,5334.2958,5700.0,5000.0,22,16.0,23.0,15.2,17.2,39.19499999999999,32.238,-695.6999999999994,-0.1774971297359356,next_open
2024-05-30,2024-05-31,2024-06-04,3,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5000.CFE,5334.2958,5700.0,5000.0,22,16.0,23.0,8.6,16.0,39.19499999999999,24.477,-1471.7999999999993,-0.37550707998469185,next_open
2024-05-30,2024-05-31,2024-06-06,5,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5000.CFE,5334.2958,5700.0,5000.0,22,16.0,23.0,4.0,60.0,39.19499999999999,63.68,2448.5000000000005,0.6246970276821026,next_open
2024-05-31,2024-06-03,2024-06-03,1,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5000.CFE,5355.2099,5700.0,5000.0,21,14.8,17.6,8.4,30.2,32.562000000000005,38.407000000000004,584.4999999999999,0.1795037159879614,next_open
2024-05-31,2024-06-03,2024-06-05,3,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5000.CFE,5355.2099,5700.0,5000.0,21,14.8,17.6,4.6,28.4,32.562000000000005,32.835,27.299999999999613,0.008384005896443588,next_open
2024-05-31,2024-06-03,2024-06-07,5,5% OTM strangle,0.05,MO2406-C-5700.CFE,MO2406-P-5000.CFE,5355.2099,5700.0,5000.0,21,14.8,17.6,2.6,46.8,32.562000000000005,49.153,1659.0999999999995,0.5095202997358882,next_open
2024-06-03,2024-06-04,2024-06-04,1,5% OTM strangle,0.05,MO2406-C-5600.CFE,MO2406-P-5000.CFE,5284.6236,5600.0,5000.0,18,15.0,34.0,15.6,16.0,49.245,31.442,-1780.2999999999997,-0.36151893593258194,next_open
2024-06-03,2024-06-04,2024-06-06,3,5% OTM strangle,0.05,MO2406-C-5600.CFE,MO2406-P-5000.CFE,5284.6236,5600.0,5000.0,18,15.0,34.0,6.2,60.0,49.245,65.869,1662.4000000000003,0.3375774190273125,next_open
2024-06-03,2024-06-04,2024-06-11,5,5% OTM strangle,0.05,MO2406-C-5600.CFE,MO2406-P-5000.CFE,5284.6236,5600.0,5000.0,18,15.0,34.0,3.4,24.2,49.245,27.461999999999996,-2178.3,-0.4423393237892172,next_open
2024-06-04,2024-06-05,2024-06-05,1,5% OTM strangle,0.05,MO2406-C-5600.CFE,MO2406-P-5000.CFE,5313.708,5600.0,5000.0,17,14.8,19.0,8.8,28.4,33.968999999999994,37.014,304.5000000000009,0.08964055462333331,next_open
2024-06-04,2024-06-05,2024-06-07,3,5% OTM strangle,0.05,MO2406-C-5600.CFE,MO2406-P-5000.CFE,5313.708,5600.0,5000.0,17,14.8,19.0,3.6,46.8,33.968999999999994,50.147999999999996,1617.9,0.4762872030380642,next_open
2024-06-04,2024-06-05,2024-06-12,5,5% OTM strangle,0.05,MO2406-C-5600.CFE,MO2406-P-5000.CFE,5313.708,5600.0,5000.0,17,14.8,19.0,1.6,19.4,33.968999999999994,20.895,-1307.3999999999994,-0.38488033206747313,next_open
2024-06-05,2024-06-06,2024-06-06,1,5% OTM strangle,0.05,MO2406-C-5600.CFE,MO2406-P-4900.CFE,5244.0851,5600.0,4900.0,16,10.0,10.2,6.2,34.4,20.301,40.397,2009.6,0.9899019752721541,next_open
2024-06-05,2024-06-06,2024-06-11,3,5% OTM strangle,0.05,MO2406-C-5600.CFE,MO2406-P-4900.CFE,5244.0851,5600.0,4900.0,16,10.0,10.2,3.4,11.6,20.301,14.925,-537.5999999999998,-0.264814541155608,next_open
2024-06-05,2024-06-06,2024-06-13,5,5% OTM strangle,0.05,MO2406-C-5600.CFE,MO2406-P-4900.CFE,5244.0851,5600.0,4900.0,16,10.0,10.2,0.8,8.2,20.301,8.955,-1134.6,-0.5588887246933648,next_open
2024-06-06,2024-06-07,2024-06-07,1,5% OTM strangle,0.05,MO2406-C-5400.CFE,MO2406-P-4800.CFE,5130.8693,5400.0,4800.0,15,25.6,14.0,14.0,13.8,39.797999999999995,27.661,-1213.6999999999994,-0.30496507362178993,next_open
2024-06-06,2024-06-07,2024-06-12,3,5% OTM strangle,0.05,MO2406-C-5400.CFE,MO2406-P-4800.CFE,5130.8693,5400.0,4800.0,15,25.6,14.0,9.8,4.8,39.797999999999995,14.527000000000001,-2527.0999999999995,-0.634981657369717,next_open
2024-06-06,2024-06-07,2024-06-14,5,5% OTM strangle,0.05,MO2406-C-5400.CFE,MO2406-P-4800.CFE,5130.8693,5400.0,4800.0,15,25.6,14.0,5.4,1.4,39.797999999999995,6.766000000000001,-3303.2,-0.8299914568571286,next_open
2024-06-07,2024-06-11,2024-06-11,1,5% OTM strangle,0.05,MO2406-C-5500.CFE,MO2406-P-4800.CFE,5153.5867,5500.0,4800.0,14,5.0,15.8,6.6,7.0,20.904,13.532,-737.2,-0.3526597780329124,next_open
2024-06-07,2024-06-11,2024-06-13,3,5% OTM strangle,0.05,MO2406-C-5500.CFE,MO2406-P-4800.CFE,5153.5867,5500.0,4800.0,14,5.0,15.8,1.6,4.2,20.904,5.771000000000001,-1513.3,-0.7239284347493302,next_open
2024-06-07,2024-06-11,2024-06-17,5,5% OTM strangle,0.05,MO2406-C-5500.CFE,MO2406-P-4800.CFE,5153.5867,5500.0,4800.0,14,5.0,15.8,0.6,0.8,20.904,1.393,-1951.1,-0.9333620359739762,next_open
2024-06-11,2024-06-12,2024-06-12,1,5% OTM strangle,0.05,MO2406-C-5500.CFE,MO2406-P-4900.CFE,5198.923,5500.0,4900.0,10,6.6,11.8,3.4,8.8,18.491999999999997,12.139000000000001,-635.2999999999996,-0.34355396928401455,next_open
2024-06-11,2024-06-12,2024-06-14,3,5% OTM strangle,0.05,MO2406-C-5500.CFE,MO2406-P-4900.CFE,5198.923,5500.0,4900.0,10,6.6,11.8,2.4,2.8,18.491999999999997,5.1739999999999995,-1331.7999999999997,-0.7202033311702357,next_open
2024-06-11,2024-06-12,2024-06-18,5,5% OTM strangle,0.05,MO2406-C-5500.CFE,MO2406-P-4900.CFE,5198.923,5500.0,4900.0,10,6.6,11.8,1.0,0.8,18.491999999999997,1.791,-1670.0999999999997,-0.9031473069435431,next_open
2024-06-14,2024-06-17,2024-06-17,1,5% OTM strangle,0.05,MO2407-C-5500.CFE,MO2407-P-4900.CFE,5180.6513,5500.0,4900.0,35,27.2,60.0,29.0,50.2,87.636,78.804,-883.1999999999994,-0.10078050116390516,next_open
2024-06-14,2024-06-17,2024-06-19,3,5% OTM strangle,0.05,MO2407-C-5500.CFE,MO2407-P-4900.CFE,5180.6513,5500.0,4900.0,35,27.2,60.0,25.0,50.0,87.636,74.625,-1301.0999999999995,-0.14846638367794052,next_open
2024-06-14,2024-06-17,2024-06-21,5,5% OTM strangle,0.05,MO2407-C-5500.CFE,MO2407-P-4900.CFE,5180.6513,5500.0,4900.0,35,27.2,60.0,11.8,78.8,87.636,90.14699999999999,251.09999999999957,0.028652608517047738,next_open
2024-06-17,2024-06-18,2024-06-18,1,5% OTM strangle,0.05,MO2407-C-5500.CFE,MO2407-P-4900.CFE,5183.9678,5500.0,4900.0,32,30.0,47.8,31.4,33.8,78.189,64.874,-1331.4999999999998,-0.17029249638695979,next_open
2024-06-17,2024-06-18,2024-06-20,3,5% OTM strangle,0.05,MO2407-C-5500.CFE,MO2407-P-4900.CFE,5183.9678,5500.0,4900.0,32,30.0,47.8,15.2,78.6,78.189,93.331,1514.200000000001,0.19365895458440457,next_open
2024-06-17,2024-06-18,2024-06-24,5,5% OTM strangle,0.05,MO2407-C-5500.CFE,MO2407-P-4900.CFE,5183.9678,5500.0,4900.0,32,30.0,47.8,6.6,159.6,78.189,165.369,8718.0,1.1149905997007252,next_open
2024-06-18,2024-06-19,2024-06-19,1,5% OTM strangle,0.05,MO2407-C-5500.CFE,MO2407-P-4900.CFE,5227.2542,5500.0,4900.0,31,32.8,33.0,25.0,50.0,66.12899999999999,74.625,849.6000000000009,0.12847616023227346,next_open
2024-06-18,2024-06-19,2024-06-21,3,5% OTM strangle,0.05,MO2407-C-5500.CFE,MO2407-P-4900.CFE,5227.2542,5500.0,4900.0,31,32.8,33.0,11.8,78.8,66.12899999999999,90.14699999999999,2401.8,0.3631992015605862,next_open
2024-06-18,2024-06-19,2024-06-25,5,5% OTM strangle,0.05,MO2407-C-5500.CFE,MO2407-P-4900.CFE,5227.2542,5500.0,4900.0,31,32.8,33.0,5.2,177.8,66.12899999999999,182.085,11595.600000000002,1.7534818309667475,next_open
2024-06-19,2024-06-20,2024-06-20,1,5% OTM strangle,0.05,MO2407-C-5500.CFE,MO2407-P-4900.CFE,5159.9945,5500.0,4900.0,30,25.0,48.4,15.2,78.6,73.767,93.331,1956.4000000000008,0.26521344232515903,next_open
2024-06-19,2024-06-20,2024-06-24,3,5% OTM strangle,0.05,MO2407-C-5500.CFE,MO2407-P-4900.CFE,5159.9945,5500.0,4900.0,30,25.0,48.4,6.6,159.6,73.767,165.369,9160.2,1.241774777339461,next_open
2024-06-19,2024-06-20,2024-06-26,5,5% OTM strangle,0.05,MO2407-C-5500.CFE,MO2407-P-4900.CFE,5159.9945,5500.0,4900.0,30,25.0,48.4,8.0,92.6,73.767,100.097,2633.0,0.35693467268561824,next_open
2024-06-20,2024-06-21,2024-06-21,1,5% OTM strangle,0.05,MO2407-C-5400.CFE,MO2407-P-4800.CFE,5056.1383,5400.0,4800.0,29,23.4,50.0,19.0,48.6,73.767,67.262,-650.4999999999995,-0.08818306288719882,next_open
2024-06-20,2024-06-21,2024-06-25,3,5% OTM strangle,0.05,MO2407-C-5400.CFE,MO2407-P-4800.CFE,5056.1383,5400.0,4800.0,29,23.4,50.0,8.4,126.6,73.767,134.325,6055.799999999999,0.8209361909797063,next_open
2024-06-20,2024-06-21,2024-06-27,5,5% OTM strangle,0.05,MO2407-C-5400.CFE,MO2407-P-4800.CFE,5056.1383,5400.0,4800.0,29,23.4,50.0,6.0,101.4,73.767,106.863,3309.6000000000004,0.44865590304607755,next_open
2024-06-21,2024-06-24,2024-06-24,1,5% OTM strangle,0.05,MO2407-C-5400.CFE,MO2407-P-4800.CFE,5055.3329,5400.0,4800.0,28,15.6,52.0,10.6,106.4,67.93799999999999,116.415,4847.700000000002,0.7135476463834676,next_open
2024-06-21,2024-06-24,2024-06-26,3,5% OTM strangle,0.05,MO2407-C-5400.CFE,MO2407-P-4800.CFE,5055.3329,5400.0,4800.0,28,15.6,52.0,13.0,58.8,67.93799999999999,71.441,350.30000000000143,0.05156171803703398,next_open
2024-06-21,2024-06-24,2024-06-28,5,5% OTM strangle,0.05,MO2407-C-5400.CFE,MO2407-P-4800.CFE,5055.3329,5400.0,4800.0,28,15.6,52.0,6.4,89.4,67.93799999999999,95.32100000000001,2738.3000000000025,0.40305867114133515,next_open
2024-06-24,2024-06-25,2024-06-25,1,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4887.777,5200.0,4600.0,25,28.0,39.8,21.6,56.4,68.139,77.61,947.1000000000004,0.13899528904151814,next_open
2024-06-24,2024-06-25,2024-06-27,3,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4887.777,5200.0,4600.0,25,28.0,39.8,19.4,38.0,68.139,57.113,-1102.5999999999997,-0.16181628729508796,next_open
2024-06-24,2024-06-25,2024-07-01,5,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4887.777,5200.0,4600.0,25,28.0,39.8,20.6,23.8,68.139,44.178000000000004,-2396.099999999999,-0.3516488354686742,next_open
2024-06-25,2024-06-26,2024-06-26,1,5% OTM strangle,0.05,MO2407-C-5100.CFE,MO2407-P-4600.CFE,4847.6106,5100.0,4600.0,24,32.8,56.8,61.2,21.0,90.04799999999999,81.789,-825.8999999999986,-0.0917177505330489,next_open
2024-06-25,2024-06-26,2024-06-28,3,5% OTM strangle,0.05,MO2407-C-5100.CFE,MO2407-P-4600.CFE,4847.6106,5100.0,4600.0,24,32.8,56.8,35.2,30.4,90.04799999999999,65.27199999999999,-2477.5999999999995,-0.2751421464108031,next_open
2024-06-25,2024-06-26,2024-07-02,5,5% OTM strangle,0.05,MO2407-C-5100.CFE,MO2407-P-4600.CFE,4847.6106,5100.0,4600.0,24,32.8,56.8,28.2,22.2,90.04799999999999,50.147999999999996,-3989.999999999999,-0.44309701492537307,next_open
2024-06-26,2024-06-27,2024-06-27,1,5% OTM strangle,0.05,MO2407-C-5300.CFE,MO2407-P-4700.CFE,4986.3839,5300.0,4700.0,23,17.4,38.0,11.0,64.6,55.67699999999999,75.222,1954.5000000000002,0.35104262083086385,next_open
2024-06-26,2024-06-27,2024-07-01,3,5% OTM strangle,0.05,MO2407-C-5300.CFE,MO2407-P-4700.CFE,4986.3839,5300.0,4700.0,23,17.4,38.0,10.4,42.0,55.67699999999999,52.138,-353.8999999999994,-0.06356305117014198,next_open
2024-06-26,2024-06-27,2024-07-03,5,5% OTM strangle,0.05,MO2407-C-5300.CFE,MO2407-P-4700.CFE,4986.3839,5300.0,4700.0,23,17.4,38.0,3.8,44.0,55.67699999999999,47.561,-811.5999999999992,-0.14576934820482415,next_open
2024-06-27,2024-06-28,2024-06-28,1,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4864.0855,5200.0,4600.0,22,19.0,40.0,20.6,30.4,59.294999999999995,50.745,-854.9999999999998,-0.14419428282317226,next_open
2024-06-27,2024-06-28,2024-07-02,3,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4864.0855,5200.0,4600.0,22,19.0,40.0,13.8,22.2,59.294999999999995,35.82,-2347.4999999999995,-0.3959018466987098,next_open
2024-06-27,2024-06-28,2024-07-04,5,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4864.0855,5200.0,4600.0,22,19.0,40.0,3.8,42.0,59.294999999999995,45.571,-1372.3999999999996,-0.23145290496669194,next_open
2024-06-28,2024-07-01,2024-07-01,1,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4895.9869,5200.0,4600.0,21,20.6,29.0,20.6,23.8,49.848,44.178000000000004,-566.9999999999994,-0.1137457871930668,next_open
2024-06-28,2024-07-01,2024-07-03,3,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4895.9869,5200.0,4600.0,21,20.6,29.0,7.8,22.2,49.848,29.85,-1999.7999999999997,-0.40117958594126135,next_open
2024-06-28,2024-07-01,2024-07-05,5,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4895.9869,5200.0,4600.0,21,20.6,29.0,3.4,26.6,49.848,29.85,-1999.7999999999997,-0.40117958594126135,next_open
2024-07-01,2024-07-02,2024-07-02,1,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4940.2471,5200.0,4600.0,18,20.8,22.4,13.8,22.2,43.416,35.82,-759.5999999999997,-0.17495854063018237,next_open
2024-07-01,2024-07-02,2024-07-04,3,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4940.2471,5200.0,4600.0,18,20.8,22.4,3.8,42.0,43.416,45.571,215.5000000000001,0.04963607886493462,next_open
2024-07-01,2024-07-02,2024-07-08,5,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4940.2471,5200.0,4600.0,18,20.8,22.4,2.4,60.4,43.416,62.486,1907.0,0.4392389902340152,next_open
2024-07-02,2024-07-03,2024-07-03,1,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4905.6497,5200.0,4600.0,17,13.8,21.6,7.8,22.2,35.577000000000005,29.85,-572.7000000000004,-0.16097478708154153,next_open
2024-07-02,2024-07-03,2024-07-05,3,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4905.6497,5200.0,4600.0,17,13.8,21.6,3.4,26.6,35.577000000000005,29.85,-572.7000000000004,-0.16097478708154153,next_open
2024-07-02,2024-07-03,2024-07-09,5,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4905.6497,5200.0,4600.0,17,13.8,21.6,4.2,23.6,35.577000000000005,27.661,-791.6000000000004,-0.2225033026955618,next_open
2024-07-03,2024-07-04,2024-07-04,1,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4867.1326,5200.0,4600.0,16,9.2,20.0,3.8,42.0,29.345999999999997,45.571,1622.5000000000002,0.5528862536631911,next_open
2024-07-03,2024-07-04,2024-07-08,3,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4867.1326,5200.0,4600.0,16,9.2,20.0,2.4,60.4,29.345999999999997,62.486,3314.0,1.1292850814421047,next_open
2024-07-03,2024-07-04,2024-07-10,5,5% OTM strangle,0.05,MO2407-C-5200.CFE,MO2407-P-4600.CFE,4867.1326,5200.0,4600.0,16,9.2,20.0,2.8,22.2,29.345999999999997,24.875,-447.0999999999997,-0.15235466503100925,next_open
2024-07-04,2024-07-05,2024-07-05,1,5% OTM strangle,0.05,MO2407-C-5000.CFE,MO2407-P-4500.CFE,4761.868,5000.0,4500.0,15,15.0,21.6,17.2,12.6,36.782999999999994,29.650999999999996,-713.1999999999998,-0.193893918386211,next_open
2024-07-04,2024-07-05,2024-07-09,3,5% OTM strangle,0.05,MO2407-C-5000.CFE,MO2407-P-4500.CFE,4761.868,5000.0,4500.0,15,15.0,21.6,14.6,10.2,36.782999999999994,24.676,-1210.6999999999996,-0.3291466166435581,next_open
2024-07-04,2024-07-05,2024-07-11,5,5% OTM strangle,0.05,MO2407-C-5000.CFE,MO2407-P-4500.CFE,4761.868,5000.0,4500.0,15,15.0,21.6,26.0,2.2,36.782999999999994,28.058999999999997,-872.3999999999996,-0.23717478182856205,next_open
2024-07-05,2024-07-08,2024-07-08,1,5% OTM strangle,0.05,MO2407-C-5100.CFE,MO2407-P-4500.CFE,4810.7939,5100.0,4500.0,14,7.2,13.8,4.2,31.2,21.104999999999997,35.223,1411.8000000000002,0.6689410092395169,next_open
2024-07-05,2024-07-08,2024-07-10,3,5% OTM strangle,0.05,MO2407-C-5100.CFE,MO2407-P-4500.CFE,4810.7939,5100.0,4500.0,14,7.2,13.8,4.8,9.0,21.104999999999997,13.731,-737.3999999999997,-0.34939587775408665,next_open
2024-07-05,2024-07-08,2024-07-12,5,5% OTM strangle,0.05,MO2407-C-5100.CFE,MO2407-P-4500.CFE,4810.7939,5100.0,4500.0,14,7.2,13.8,5.6,1.2,21.104999999999997,6.766,-1433.8999999999996,-0.6794124615020137,next_open
2024-07-08,2024-07-09,2024-07-09,1,5% OTM strangle,0.05,MO2407-C-5000.CFE,MO2407-P-4400.CFE,4693.9648,5000.0,4400.0,11,7.6,14.6,14.6,3.8,22.310999999999996,18.308,-400.29999999999967,-0.1794182241943435,next_open
2024-07-08,2024-07-09,2024-07-11,3,5% OTM strangle,0.05,MO2407-C-5000.CFE,MO2407-P-4400.CFE,4693.9648,5000.0,4400.0,11,7.6,14.6,26.0,1.0,22.310999999999996,26.865,455.4000000000002,0.20411456232351768,next_open
2024-07-08,2024-07-09,2024-07-15,5,5% OTM strangle,0.05,MO2407-C-5000.CFE,MO2407-P-4400.CFE,4693.9648,5000.0,4400.0,11,7.6,14.6,4.6,0.6,22.310999999999996,5.1739999999999995,-1713.6999999999996,-0.7680964546636189,next_open
2024-07-09,2024-07-10,2024-07-10,1,5% OTM strangle,0.05,MO2407-C-5100.CFE,MO2407-P-4500.CFE,4797.0634,5100.0,4500.0,10,6.0,10.8,4.8,9.0,16.884,13.731,-315.30000000000007,-0.18674484719260842,next_open
2024-07-09,2024-07-10,2024-07-12,3,5% OTM strangle,0.05,MO2407-C-5100.CFE,MO2407-P-4500.CFE,4797.0634,5100.0,4500.0,10,6.0,10.8,5.6,1.2,16.884,6.766,-1011.8000000000001,-0.5992655768775171,next_open
